datetime,25-EC,26-EC,27-EC,34-EC,35-EC,36-EC,63-EC,64-EC,65-EC,67-EC,8--EC,9--EC,mean_electric
2021-02-04,19534.25,17489.55,11928.0,36670.6,46212.9,21720.0,36617.1,16010.35,9926.9,28773.6,56394.35,25936.0,27267.8
2021-02-05,31762.4,12346.5,10964.1,28497.45,48645.35,26131.583333333332,46921.25,12815.9,10029.15,30079.05,67154.35,18215.35,28630.202777777777
2021-02-06,30919.666666666668,13239.75,8530.6,30570.1,40690.35,21125.2,42385.5,12394.5,9596.55,22740.95,75158.45,20226.25,27298.155555555557
2021-02-07,36821.7,5831.0,11344.4,37236.1,50691.85,29008.35,42754.2,10228.4,9924.4,25263.35,37914.35,18594.2,26301.024999999998
2021-02-08,50210.35,9137.35,11226.4,28491.25,47696.55,34500.7,34439.2,15737.3,10131.05,32301.7,48895.85,19163.95,28494.304166666665
2021-02-09,26518.05,17348.3,12242.95,20413.35,41830.7,24302.55,40968.2,13151.0,10105.65,32785.8,43376.65,16541.55,24965.395833333332
2021-02-10,21328.45,14063.25,11761.75,25006.75,44400.4,27636.65,53229.1,16599.95,9990.7,28198.1,48394.4,24519.05,27094.045833333334
2021-02-11,22654.35,15523.85,9474.35,25798.15,40149.7,28278.7,50465.55,11243.133333333333,68627.9,32220.75,86341.1,20025.4,34233.57777777778
2021-02-12,23833.65,10966.55,9437.9,30908.7,46455.1,27836.7,70734.65,13761.75,52004.85,27757.8,64322.95,22806.3,33402.24166666667
2021-02-13,34619.0,3494.95,10184.0,33632.2,53527.4,22317.4,50586.3,9940.05,58902.55,31958.0,59651.5,20157.35,32414.225
2021-02-14,43725.85,4897.65,11826.9,39450.5,43423.0,55132.3,66819.2,15373.35,103070.1,18534.6,58695.65,24016.6,40413.808333333334
2021-02-15,33768.95,14041.2,9157.85,31853.65,56466.65,20458.55,47867.75,13349.2,76793.1,10552.4,51262.1,19625.3,32099.725
2021-02-16,20754.85,27123.3,16065.55,40260.0,48728.25,22926.1,53022.65,15738.8,60698.85,10348.7,95382.55,20073.2,35926.9
2021-02-17,19994.35,6680.2,11541.45,26326.8,49577.95,21758.2,55176.5,16908.2,58513.9,10733.25,59167.85,25467.8,30153.870833333334
2021-02-18,21433.35,7845.8,11109.95,30740.4,36233.2,22599.0,62526.1,12661.1,39627.2,11180.75,43762.8,23691.05,26950.891666666666
2021-02-19,19185.2,16911.7,7497.55,27213.4,36450.05,59851.05,75079.4,14604.1,61549.45,10268.25,38957.55,22757.4,32527.091666666667
2021-02-20,19641.7,7515.95,15471.35,21589.4,37724.7,24010.55,53878.7,12971.35,83044.6,11079.05,44229.7,25235.45,29699.375
2021-02-21,22301.95,7284.25,14059.95,29916.25,43026.4,26285.15,77455.9,13737.45,82548.35,11026.7,76471.05,18453.25,35213.8875
2021-02-22,24040.05,9130.25,11401.15,46207.75,50951.75,21690.25,54674.1,11369.45,73083.9,10526.5,45556.8,25618.7,32020.8875
2021-02-23,35501.3,13115.65,9196.5,28721.95,41364.55,17492.3,64707.05,15035.1,54229.25,11110.8,45659.1,15915.25,29337.4
2021-02-24,28174.55,9979.25,8917.85,32566.0,50474.45,23824.75,51539.2,11623.45,82518.75,14453.65,20481.2,21187.75,29645.07083333333
2021-02-25,27626.7,12289.3,11490.7,21943.05,50454.3,40906.2,51134.05,14231.0,79601.55,28314.8,38092.95,17026.95,32759.295833333334
2021-02-26,23681.5,7076.25,12007.15,26574.05,44156.65,18171.2,69500.3,24591.8,83859.9,33814.6,38598.45,16229.85,33188.475
2021-02-27,34853.15,12985.15,16592.8,31324.9,39356.45,65831.45,92054.05,16467.65,89059.45,22777.55,31342.55,14563.0,38934.0125
2021-02-28,54669.6,7678.55,13773.3,40959.45,43764.95,25930.5,79678.75,14038.8,80414.25,25357.45,33013.4,23090.7,36864.14166666666
2021-03-01,29774.05,11078.75,18257.25,35907.2,70892.95,21250.3,61758.35,10228.5,80186.55,26152.5,35011.45,18000.35,34874.85
2021-03-02,18772.95,6967.05,8335.9,30407.9,52770.85,20439.0,43298.05,17212.85,54470.6,25292.5,41901.15,16260.3,28010.75833333333
2021-03-03,25821.75,27266.8,9630.9,39589.3,43540.6,22359.3,26637.35,8528.7,53057.35,26986.3,40622.9,18049.5,28507.5625
2021-03-04,19505.8,17769.95,9300.4,26382.0,36622.4,18937.75,29219.5,13000.8,70397.3,28026.45,41489.7,16533.45,27265.458333333332
2021-03-05,35352.1,10234.3,12472.85,29550.05,45370.15,39869.15,18436.9,11441.35,62965.8,28011.85,33093.55,16753.8,28629.32083333333
