datetime,25-EC,26-EC,27-EC,34-EC,35-EC,36-EC,63-EC,64-EC,65-EC,67-EC,8--EC,9--EC,mean_electric
2020-12-31,956868.25,423469.45,462251.10000000003,1095724.9,1443522.05,809369.2,1463848.65,434235.23333333334,1341915.7666666666,989147.4500000001,1147058.75,643817.75,934269.0458333333
2021-01-31,932374.7833333333,502571.45,401246.55,1114307.0,1376426.3166666667,812786.5,1407588.75,429148.35,1028392.3,861468.3,1182539.7,685533.85,894531.9875
2021-02-28,794702.9166666666,316696.6,332747.9,908097.15,1277815.0,805314.2833333333,1595594.4,403621.68333333335,1387559.7333333334,642435.1,1454055.9,576610.4,874604.2555555555
2021-03-31,774296.9166666666,491392.35,354435.75,1146342.45,1640965.5333333334,896917.1166666667,1569170.2833333334,277833.65,2018328.9166666667,873016.25,1236282.4,611702.35,990890.3305555555
2021-04-30,875742.05,400686.8,337727.05,993567.35,1513927.05,846109.4333333333,1517654.05,260429.35,2124130.0,783400.55,1004441.95,574275.3833333333,936007.5847222222
2021-05-31,829606.95,310094.8,315317.95,908310.7000000001,1444740.25,872404.5,1314313.6,499288.8,2621294.6833333336,607690.4,994103.3,549122.55,938857.3736111111
2021-06-30,236031.8,71637.3,95196.7,323586.0,464892.0,277089.1666666667,371940.8,148559.5,891151.8,243001.1,281065.15,170457.35,297884.05555555556
